DATE,TX,Q_TX,TN,Q_TN,TG,Q_TG,SS,Q_SS,SD,Q_SD,RR,Q_RR,QQ,Q_QQ,PP,Q_PP,HU,Q_HU,CC,Q_CC
20230831,229.0,0,113.0,0,143.0,0,1.0,0,0.0,0,12.0,0,85.0,0,10098.0,0,83.0,0,8.0,0
20230901,244.0,0,140.0,0,184.0,0,28.0,0,0.0,0,2.0,0,128.0,0,10108.0,0,85.0,0,6.0,0
20230902,268.0,0,168.0,0,206.0,0,36.0,0,0.0,0,0.0,0,146.0,0,10207.0,0,78.0,0,5.0,0
20230903,300.0,0,134.0,0,201.0,0,112.0,0,0.0,0,0.0,0,227.0,0,10266.0,0,73.0,0,0.0,0
20230904,305.0,0,161.0,0,231.0,0,114.0,0,0.0,0,0.0,0,232.0,0,10225.0,0,65.0,0,1.0,0
20230905,316.0,0,158.0,0,231.0,0,113.0,0,0.0,0,0.0,0,219.0,0,10174.0,0,64.0,0,0.0,0
20230906,323.0,0,167.0,0,241.0,0,99.0,0,0.0,0,0.0,0,187.0,0,10186.0,0,63.0,0,0.0,0
20230907,305.0,0,187.0,0,255.0,0,106.0,0,0.0,0,0.0,0,212.0,0,10169.0,0,63.0,0,1.0,0
20230908,330.0,0,189.0,0,247.0,0,35.0,0,0.0,0,0.0,0,141.0,0,10164.0,0,63.0,0,6.0,0
20230909,303.0,0,188.0,0,259.0,0,108.0,0,0.0,0,0.0,0,198.0,0,10157.0,0,58.0,0,2.0,0
20230910,265.0,0,189.0,0,246.0,0,57.0,0,0.0,0,0.0,0,125.0,0,10148.0,0,71.0,0,2.0,0
20230911,242.0,0,186.0,0,226.0,0,41.0,0,0.0,0,0.0,0,151.0,0,10134.0,0,73.0,0,6.0,0
20230912,216.0,0,175.0,0,209.0,0,4.0,0,0.0,0,72.0,0,94.0,0,10140.0,0,81.0,0,8.0,0
20230913,244.0,0,139.0,0,178.0,0,35.0,0,0.0,0,0.0,0,121.0,0,10212.0,0,71.0,0,7.0,0
20230914,258.0,0,132.0,0,188.0,0,103.0,0,0.0,0,0.0,0,204.0,0,10206.0,0,68.0,0,2.0,0
20230915,270.0,0,116.0,0,187.0,0,78.0,0,0.0,0,0.0,0,161.0,0,10147.0,0,71.0,0,1.0,0
20230916,226.0,0,139.0,0,204.0,0,68.0,0,0.0,0,0.0,0,153.0,0,10131.0,0,68.0,0,3.0,0
20230917,210.0,0,161.0,0,194.0,0,9.0,0,0.0,0,148.0,0,77.0,0,10103.0,0,85.0,0,7.0,0
20230918,202.0,0,158.0,0,184.0,0,38.0,0,0.0,0,6.0,0,114.0,0,10025.0,0,80.0,0,6.0,0
20230919,209.0,0,125.0,0,164.0,0,0.0,0,0.0,0,0.0,0,56.0,0,10059.0,0,79.0,0,7.0,0
20230920,189.0,0,162.0,0,186.0,0,4.0,0,0.0,0,268.0,0,47.0,0,9985.0,0,83.0,0,8.0,0
20230921,187.0,0,109.0,0,149.0,0,69.0,0,0.0,0,60.0,0,145.0,0,9958.0,0,83.0,0,5.0,0
20230922,191.0,0,103.0,0,145.0,0,64.0,0,0.0,0,2.0,0,138.0,0,10018.0,0,80.0,0,5.0,0
20230923,217.0,0,83.0,0,137.0,0,72.0,0,0.0,0,0.0,0,163.0,0,10158.0,0,71.0,0,2.0,0
20230924,228.0,0,111.0,0,164.0,0,9.0,0,0.0,0,2.0,0,97.0,0,10177.0,0,74.0,0,6.0,0
20230925,234.0,0,157.0,0,192.0,0,82.0,0,0.0,0,0.0,0,167.0,0,10187.0,0,74.0,0,5.0,0
20230926,218.0,0,120.0,0,177.0,0,46.0,0,0.0,0,0.0,0,124.0,0,10171.0,0,79.0,0,6.0,0
20230927,196.0,0,134.0,0,176.0,0,10.0,0,0.0,0,0.0,0,80.0,0,10135.0,0,81.0,0,7.0,0
20230928,204.0,0,153.0,0,174.0,0,8.0,0,0.0,0,34.0,0,77.0,0,10129.0,0,73.0,0,7.0,0
20230929,201.0,0,153.0,0,179.0,0,82.0,0,0.0,0,0.0,0,162.0,0,10182.0,0,74.0,0,5.0,0
20230930,222.0,0,116.0,0,158.0,0,49.0,0,0.0,0,0.0,0,125.0,0,10244.0,0,76.0,0,7.0,0
20231001,191.0,0,146.0,0,184.0,0,2.0,0,0.0,0,0.0,0,63.0,0,10202.0,0,84.0,0,6.0,0
20231002,193.0,0,155.0,0,173.0,0,0.0,0,0.0,0,12.0,0,38.0,0,10158.0,0,92.0,0,8.0,0
20231003,190.0,0,120.0,0,157.0,0,70.0,0,0.0,0,0.0,0,128.0,0,10191.0,0,76.0,0,5.0,0
20231004,199.0,0,110.0,0,150.0,0,26.0,0,0.0,0,0.0,0,104.0,0,10260.0,0,75.0,0,6.0,0
20231005,217.0,0,132.0,0,166.0,0,19.0,0,0.0,0,0.0,0,89.0,0,10244.0,0,73.0,0,7.0,0
20231006,254.0,0,135.0,0,176.0,0,61.0,0,0.0,0,0.0,0,120.0,0,10232.0,0,78.0,0,5.0,0
20231007,255.0,0,143.0,0,199.0,0,73.0,0,0.0,0,0.0,0,132.0,0,10231.0,0,75.0,0,2.0,0
20231008,247.0,0,120.0,0,188.0,0,84.0,0,0.0,0,0.0,0,0.0,1,10241.0,0,73.0,0,3.0,0
20231009,232.0,0,127.0,0,187.0,0,69.0,0,0.0,0,0.0,0,119.0,0,10215.0,0,76.0,0,2.0,0
20231010,202.0,0,133.0,0,182.0,0,80.0,0,0.0,0,0.0,0,127.0,0,10172.0,0,82.0,0,2.0,0
20231011,197.0,0,144.0,0,173.0,0,1.0,0,0.0,0,92.0,0,54.0,0,10128.0,0,85.0,0,8.0,0
20231012,207.0,0,124.0,0,161.0,0,0.0,0,0.0,0,114.0,0,33.0,0,10117.0,0,95.0,0,8.0,0
20231013,139.0,1,128.0,0,168.0,1,16.0,0,0.0,0,44.0,0,58.0,0,10021.0,0,87.0,0,7.0,0
20231014,114.0,0,71.0,0,105.0,0,63.0,0,0.0,0,4.0,0,108.0,0,10173.0,0,77.0,0,1.0,0
20231015,127.0,0,32.0,0,73.0,0,94.0,0,0.0,0,0.0,0,135.0,0,10258.0,0,71.0,0,1.0,0
20231016,153.0,0,17.0,0,72.0,0,30.0,0,0.0,0,0.0,0,84.0,0,10218.0,0,78.0,0,7.0,0
20231017,172.0,0,65.0,0,109.0,0,47.0,0,0.0,0,0.0,0,95.0,0,10139.0,0,67.0,0,6.0,0
20231018,188.0,0,111.0,0,142.0,0,0.0,0,0.0,0,104.0,0,31.0,0,9946.0,0,84.0,0,8.0,0
20231019,187.0,0,125.0,0,157.0,0,7.0,0,0.0,0,360.0,0,53.0,0,9836.0,0,90.0,0,8.0,0
20231020,179.0,0,141.0,0,164.0,0,22.0,0,0.0,0,6.0,0,64.0,0,9767.0,0,90.0,0,7.0,0
20231021,168.0,0,115.0,0,147.0,0,15.0,0,0.0,0,44.0,0,60.0,0,9850.0,0,91.0,0,7.0,0
20231022,152.0,0,68.0,0,118.0,0,79.0,0,0.0,0,0.0,0,110.0,0,10052.0,0,81.0,0,2.0,0
20231023,160.0,0,66.0,0,109.0,0,13.0,0,0.0,0,36.0,0,62.0,0,10073.0,0,87.0,0,5.0,0
20231024,153.0,0,96.0,0,128.0,0,43.0,0,0.0,0,14.0,0,87.0,0,10010.0,0,85.0,0,5.0,0
20231025,170.0,0,83.0,0,118.0,0,36.0,0,0.0,0,46.0,0,77.0,0,9960.0,0,86.0,0,7.0,0
20231026,151.0,0,88.0,0,129.0,0,37.0,0,0.0,0,2.0,0,76.0,0,9912.0,0,88.0,0,5.0,0
20231027,158.0,0,68.0,0,109.0,0,30.0,0,0.0,0,4.0,0,70.0,0,9903.0,0,89.0,0,5.0,0
20231028,122.0,0,81.0,0,119.0,0,28.0,0,0.0,0,136.0,0,67.0,0,9875.0,0,91.0,0,7.0,0
20231029,159.0,0,88.0,0,105.0,0,19.0,0,0.0,0,52.0,0,38.0,0,9883.0,0,89.0,0,5.0,0
20231030,162.0,0,88.0,0,123.0,0,40.0,0,0.0,0,2.0,0,65.0,0,9954.0,0,86.0,0,4.0,0
20231031,146.0,0,46.0,0,104.0,0,25.0,0,0.0,0,96.0,0,63.0,0,10003.0,0,91.0,0,7.0,0
20231101,113.0,1,99.0,0,122.0,1,29.0,0,0.0,0,150.0,0,56.0,0,9909.0,0,86.0,0,6.0,0
20231102,151.0,0,90.0,0,102.0,0,0.0,0,0.0,0,56.0,0,22.0,0,9668.0,0,89.0,0,8.0,0
20231103,142.0,0,77.0,0,114.0,0,17.0,0,0.0,0,50.0,0,45.0,0,9820.0,0,82.0,0,5.0,0
20231104,138.0,0,34.0,0,88.0,0,22.0,0,0.0,0,32.0,0,48.0,0,9703.0,0,91.0,0,5.0,0
20231105,138.0,0,69.0,0,103.0,0,60.0,0,0.0,0,0.0,0,74.0,0,9808.0,0,82.0,0,5.0,0
20231106,134.0,0,72.0,0,105.0,0,69.0,0,0.0,0,0.0,0,78.0,0,9986.0,0,81.0,0,1.0,0
20231107,131.0,0,55.0,0,94.0,0,48.0,0,0.0,0,14.0,0,64.0,0,10084.0,0,85.0,0,1.0,0
20231108,123.0,0,61.0,0,96.0,0,0.0,0,0.0,0,40.0,0,20.0,0,10048.0,0,90.0,0,8.0,0
20231109,98.0,0,50.0,0,87.0,0,32.0,0,0.0,0,22.0,0,52.0,0,9971.0,0,83.0,0,6.0,0
20231110,113.0,0,62.0,0,80.0,0,4.0,0,0.0,0,14.0,0,27.0,0,9966.0,0,86.0,0,5.0,0
20231111,153.0,0,19.0,0,66.0,0,63.0,0,0.0,0,0.0,0,69.0,0,10070.0,0,86.0,0,1.0,0
20231112,162.0,0,29.0,0,91.0,0,0.0,0,0.0,0,156.0,0,19.0,0,10038.0,0,94.0,0,7.0,0
20231113,131.0,0,70.0,0,116.0,0,33.0,0,0.0,0,0.0,0,50.0,0,9988.0,0,80.0,0,6.0,0
20231114,122.0,0,109.0,0,120.0,0,9.0,0,0.0,0,106.0,0,31.0,0,10047.0,0,87.0,0,3.0,0
20231115,87.0,1,79.0,0,101.0,1,58.0,0,0.0,0,0.0,0,63.0,0,10163.0,0,82.0,0,2.0,0
20231116,128.0,0,44.0,0,65.0,0,0.0,0,0.0,0,10.0,0,18.0,0,10142.0,0,92.0,0,8.0,0
20231117,156.0,0,30.0,0,79.0,0,55.0,0,0.0,0,36.0,0,60.0,0,10198.0,0,87.0,0,4.0,0
20231118,147.0,0,56.0,0,106.0,0,0.0,0,0.0,0,4.0,0,17.0,0,10113.0,0,91.0,0,8.0,0
20231119,127.0,1,112.0,0,129.0,1,9.0,0,0.0,0,6.0,0,29.0,0,10078.0,0,80.0,0,6.0,0
20231120,109.0,0,81.0,0,104.0,0,14.0,0,0.0,0,2.0,0,32.0,0,10097.0,0,85.0,0,6.0,0
20231121,114.0,0,89.0,0,99.0,0,0.0,0,0.0,0,4.0,0,16.0,0,10230.0,0,86.0,0,8.0,0
20231122,137.0,0,52.0,0,83.0,0,0.0,0,0.0,0,0.0,0,16.0,0,10300.0,0,88.0,0,6.0,0
20231123,93.0,1,68.0,0,102.0,1,45.0,0,0.0,0,0.0,0,50.0,0,10252.0,0,86.0,0,4.0,0
20231124,66.0,1,88.0,1,91.0,1,22.0,0,0.0,0,0.0,0,36.0,0,10217.0,0,64.0,0,5.0,0
20231125,99.0,0,-4.0,0,31.0,0,67.0,0,0.0,0,0.0,0,60.0,0,10217.0,0,75.0,0,2.0,0
20231126,100.0,0,-13.0,0,43.0,0,0.0,0,0.0,0,60.0,0,15.0,0,10153.0,0,94.0,0,7.0,0
20231127,80.0,0,8.0,0,54.0,0,0.0,0,0.0,0,20.0,0,15.0,0,10007.0,0,92.0,0,8.0,0
20231128,76.0,0,37.0,0,58.0,0,42.0,0,0.0,0,2.0,0,46.0,0,10094.0,0,85.0,0,4.0,0
20231129,42.0,1,20.0,0,48.0,1,42.0,0,0.0,0,0.0,0,45.0,0,10051.0,0,84.0,0,6.0,0
20231130,40.0,0,-23.0,0,9.0,0,9.0,0,0.0,0,0.0,0,25.0,0,10033.0,0,88.0,0,2.0,0
20231201,56.0,0,-14.0,0,13.0,0,13.0,0,0.0,0,0.0,0,26.0,0,10086.0,0,90.0,0,4.0,0
20231202,86.0,0,-14.0,0,21.0,0,0.0,0,0.0,0,4.0,0,13.0,0,10161.0,0,96.0,0,8.0,0
20231203,80.0,0,-31.0,0,28.0,0,0.0,0,0.0,0,76.0,0,13.0,0,10104.0,0,94.0,0,8.0,0
20231204,73.0,0,55.0,0,68.0,0,0.0,0,0.0,0,34.0,0,13.0,0,9974.0,0,95.0,0,8.0,0
20231205,72.0,0,55.0,0,64.0,0,0.0,0,0.0,0,4.0,0,13.0,0,10085.0,0,92.0,0,8.0,0
20231206,89.0,0,8.0,0,40.0,0,53.0,0,0.0,0,12.0,0,45.0,0,10175.0,0,92.0,0,3.0,0
20231207,118.0,0,13.0,0,51.0,0,0.0,0,0.0,0,28.0,0,13.0,0,10073.0,0,89.0,0,8.0,0
20231208,134.0,0,57.0,0,88.0,0,36.0,0,0.0,0,66.0,0,37.0,0,10045.0,0,88.0,0,4.0,0
20231209,125.0,0,76.0,0,105.0,0,9.0,0,0.0,0,32.0,0,22.0,0,9969.0,0,82.0,0,6.0,0
20231210,115.0,0,75.0,0,100.0,0,5.0,0,0.0,0,24.0,0,18.0,0,10017.0,0,82.0,0,4.0,0
20231211,116.0,0,88.0,0,102.0,0,17.0,0,0.0,0,62.0,0,26.0,0,10036.0,0,79.0,0,6.0,0
20231212,82.0,1,62.0,0,89.0,1,10.0,0,0.0,0,26.0,0,22.0,0,9979.0,0,94.0,0,7.0,0
20231213,85.0,0,76.0,0,79.0,0,0.0,0,0.0,0,6.0,0,12.0,0,10032.0,0,89.0,0,8.0,0
20231214,105.0,0,25.0,0,55.0,0,0.0,0,0.0,0,6.0,0,12.0,0,10219.0,0,91.0,0,7.0,0
20231215,115.0,0,40.0,0,72.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10358.0,0,82.0,0,6.0,0
20231216,121.0,0,55.0,0,85.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10388.0,0,90.0,0,8.0,0
20231217,128.0,0,93.0,0,107.0,0,16.0,0,0.0,0,0.0,0,25.0,0,10343.0,0,80.0,0,8.0,0
20231218,123.0,0,93.0,0,111.0,0,0.0,0,0.0,0,62.0,0,12.0,0,10284.0,0,82.0,0,8.0,0
20231219,124.0,0,106.0,0,114.0,0,0.0,0,0.0,0,84.0,0,12.0,0,10205.0,0,92.0,0,6.0,0
20231220,144.0,0,39.0,0,82.0,0,10.0,0,0.0,0,0.0,0,22.0,0,10185.0,0,85.0,0,5.0,0
20231221,126.0,0,73.0,0,108.0,0,3.0,0,0.0,0,6.0,0,16.0,0,10085.0,0,73.0,0,7.0,0
20231222,136.0,0,88.0,0,107.0,0,0.0,0,0.0,0,0.0,0,12.0,0,10131.0,0,74.0,0,7.0,0
20231223,153.0,0,84.0,0,110.0,0,12.0,0,0.0,0,8.0,0,23.0,0,10134.0,0,78.0,0,7.0,0
20231224,129.0,0,102.0,0,128.0,0,0.0,0,0.0,0,28.0,0,12.0,0,10065.0,0,85.0,0,8.0,0
20231225,121.0,1,116.0,0,122.0,1,0.0,0,0.0,0,18.0,0,12.0,0,10074.0,0,90.0,0,8.0,0
20231226,124.0,0,62.0,0,92.0,0,12.0,0,0.0,0,12.0,0,23.0,0,10154.0,0,83.0,0,5.0,0
20231227,126.0,0,55.0,0,89.0,0,0.0,0,0.0,0,46.0,0,12.0,0,10067.0,0,89.0,0,8.0,0
20231228,119.0,0,97.0,0,112.0,0,2.0,0,0.0,0,48.0,0,15.0,0,10051.0,0,81.0,0,7.0,0
20231229,122.0,0,92.0,0,106.0,0,7.0,0,0.0,0,0.0,0,20.0,0,10071.0,0,78.0,0,6.0,0
20231230,107.0,0,56.0,0,89.0,0,0.0,0,0.0,0,56.0,0,12.0,0,10046.0,0,87.0,0,7.0,0
20231231,124.0,0,57.0,0,82.0,0,5.0,0,0.0,0,16.0,0,18.0,0,9891.0,0,85.0,0,7.0,0
